ID,Nombre,Calificación,Tipo_Comida,Direccion,Coordenadas,Comentario,Fecha_Comentario,Calificacion_Comentario
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Excelente restaurant. El mejor pollo tika Masala que he probado en Costa Rica. Recomiendo los postres!,20-septiembre-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Servicio de primera y una comida extraordinaria. Porciones generosas con una excelente relación de calidad precio.,24-agosto-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Mi restaurante favorito 4ever!!!! El servicio es excelente. El ambiente es familiar y agradable. La decoración y la música te hacen viajar. Y rematan con una comida excelente. Donde cada platillo te permite conocer un poco de India. Los vinos deliciosos. Es que es mi favorito ❤️,27-julio-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Primero que nada nos gustó mucho el trato amable desde que hicimos la reservación. A nuestra llegada el mesero muy atento y el dueño se aproximó a nuestra mesa para presentarse y conversar un poco sobre lo que nos gustaba comer y hablarnos un poco del menú. Él mismo fue a preparar nuestra orden (mi plato favorito el pollo tikka masala, y el favorito de mi esposo el Palak paneer). La verdad nos encantó la comida, deliciosa!! El ambiente relajante, la decoración acorde con el tema. Lo recomiendo, volveremos!!",22-mayo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","El servicio de todos es excelente, el dueño siempre atento. El pollo es delicioso, suave y jugoso. Seguimos sus recomendaciones para salir de lo que normalmente comíamos y fue grandioso. Nuestro nuevo restaurante favorito sin lugar a dudas.Muy bien los precios.",19-mayo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Comida deliciosa atención magnífica y un lugar Con un ambiente único en Costa Rica es maravillosa la experiencia de la mano del propietario don Avatar es muy bueno y súper recomendado,6-abril-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Que buen lugar súper recomendado , todo delicioso condimento y picor perfecto arnwcion del dueño, volveré pronto",3-abril-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Hasta ahora es el mejor indio que he probado. El pollo es suave y jugoso y las salsas auténticas. También el precio es bastante bueno. Definitivamente mejor que Taj Mahal y Naans & Curries.,29-marzo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Visitamos el restaurante y el dueño eligió por nosotros excelentes platillos qué nos dieron una experiencia maravillosa!!! Para los amantes locales de comida India es nuestra mejor experiencia en muchísimo tiempo!!!,29-marzo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Fui hoy a visitar este restaurante que ya me habían comentado, y como todo buen amante de la comida india tenía que probarlo. La ida fue muy placentera y me encanto el lugar, opte por la opción del menu ejecutivo y la verdad fue la mejor decisión que pude tomar. La comida era exquisita, variada y de gran cantidad. Todo por un precio bastante comodo y un personal muy agradable. To the owner, i'm really thankful for the food, it was delicious, and ill keep going for sure!",15-marzo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","He ido 2 veces en las últimas dos semanas a comer el menu ejecutivo y la verdad es que espero seguir yendo cada vez que pueda. El plato es demasiado variado, apenas para la gente que quiere probar un poquito de todo lo que la comida india ofrece. La calidad de la comida es increíble, deja con ganas de volver seguido.El precio súper accesible para la cantidad de comidad que trae. El servicio muy atento, el dueño en especial. Este restaurante es ideal para personas fanáticas de la comida india. 100% recomendado",15-marzo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Me encantó. La decoración es super elegante y hermosa. El mesero muy amable. La comida deliciosa! La mejor comida que he probado! El dueño muy accesible y pendiente de que nuestra experiencia y comida estuviera bien.,4-marzo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Avatar es un restaurante súper acogedor con un dueño encantador! La comida estuvo deliciosa. De entrada pedimos un queso cottage casero delicioso, como plato principal pedimos Lamb seekh kebab yChicken korma lo acompañamos de arroz con frutos secos y naan. Se los recomiendo todo!!!! Fue una experiencia noche encantadora el ambiente y la comida fueron perfectos.",10-febrero-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Un lugar con mucha identidad, cómo cuesta encontrar en San José. Un menú muy variado, precios accesibles. El dueño muy buen ride. Si les gusta la comida India les va a fascinar. Con solo probar el Butter Chicken se sabe que la cosa es en serio. Delicioso!",8-febrero-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Hemos ido 4 veces en las últimas seis semanas. Buenísimo. Hemos comido Indio en todo el planeta, y este restaurante es de los mejores de todos.",29-enero-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Auténtica comida Indu. Excelente comida, servicio y ambiente. El menú es muy completo, hay comida para todos los gustos. Súper recomendado!",26-enero-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Comida muy muy buena. Los sabores de los diferentes platos muy bien definidos en cada uno de ellos. El ambiente muy agradable. El trato y servicio fue bastante bueno. Comimos pollo, res y cordero en diferentes salsas. Cada una de ellas exquisita. Quizás las carnes un poco secas y cocinadas un poco más de lo que nos hubiera gustado. En general muy bueno todo y volvería con gusto. Los precios un poco altos.",13-enero-2019,4
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Nosotros topamos con este lugar por mera coincidencia... Necesitábamos comer algo, y comida indú para nosotros siempre es una buena opción. Nps topamoa con unlugar pintorezco, muy lindo, donde el host es el mismo dueño. El señor muy amable y siempre con deseos de hacernos sentir como en casa. Nos recomendaron platos exquisitos, el servicio también, en general muy bueno.Les puedo asegurar que ya creo haber probado los lugares más populares de comida indú en San José (Naans & Curries, Taste of India y Taj Mahal) pero Avatar sin duda es el que mejor sabor de boca me ha dejado.El único ""contra"" que muchos podrían encontrar es el hecho de que el precio es un tanto alto en comparación a muchos lugares, pero es algo común cuando la comida es tan deliciosa y tan bien preparada. Para muestra un botón: Yo casi no como pescado, y este restaurante nos sirvió un Salmón que jamás pensé me iba a gustar tanto.Si tienen chance, tienen que ir!!!",23-diciembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Somos de CR pero vivimos enamorados de la cocina india y salimos encantados de Avatar! El personal es increíblemente amable, nos sugirió opciones basado en restricciones nutricionales y todo estuvo exquisito. Recomendadisimo el naan de lentejas y garbanzo, cosa que no hemos encontrado en ningún otro restaurante indio en CR. Los precios muy razonables. Volveremos!",23-diciembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Nos fue super bien con la comida! Definitivamente recomendado el arroz con frutos como acompañamiento a los platos principales. El dueño y los meseros muy atentos y simpáticos. Vamos a volver!,18-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Hemos probado este restaurante por primera vez y nos ha encantado! Comida súper autentica y el ambiente del sitio genial también. Volveremos seguro.,15-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",El servicio al cliente fabuloso y la comida deliciosa !!! Lo recomiendo 100% !! Un lugar muy agradable para compartir con la familia y amigos ,14-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Nos encantó! Atendido por su dueño, el cual nos hizo recomendaciones que realmente estaban deliciosas. El ambiente, la comida valen la visita al lugar, además de precios razonables. El ambiente muy lindo, con música y decoración lindísima.",4-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","La comida deliciosa, un lugar cálido, con una decoración preciosa. Excelente lugar para ir en pareja o con amigos. La comida poco picante si gustan, haciendo de la experiencia más placentera. Muy recomendado!",3-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Un menu ejecutivo con buenos precios y sabor de la comida es excelente. El opcion de comida India CR,3-noviembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Excelente servicio del staff y de los propietarios personalmente. Muy recomendados el Naan y el Palak Paneer.,22-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Fue nuestra primera experiencia con este tipo de comida y todo el personal es súper amable y atento, nos explicaron todo el menú. La comida estuvo deliciosa, los precios son muy razonables. 100% recomendado!!!!",13-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Uno de los lugares más lindos en Costa Rica para almorzar o cenar, la decoración ESPECTACULAR, literalmente un elefante sale de la pared!!!, la comida deliciosa y los precios muy accesibles. Hoy pedimos menú ejecutivo para almorzar y los precios estaban entre ₡4000 y ₡6000 incluyendo refresco!. Un lugar increíble con una atención maravillosa...seguro volveremos!!!",20-septiembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Tomo cerca de una hora que nos sirvieran la comida. Al parecer tuvieron un problema con la computadora para enviar la comanda, pero la espera valio mucho la pena. La comida esta muy buena, un poco salada para mi gusto, pero no incomible. Fresca y realmente buena. Precio para el plato ejecutivo excelente. Volvere sin falta.",13-septiembre-2018,4
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Excelente servicio y la comida simplemente deliciosa. La ambientación del lugar es muy acogedora  y de buen gusto y la permanente presencia de su dueño hace que uno se sienta muy cerca de India. Muy recomendable.,12-septiembre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","He comido comida india en los EE. UU., India, Reino Unido y ahora en Costa Rica, y Avatar es, con mucho, el mejor.No era pesado, pero ligero y sabroso. Tenían una amplia variedad de platos. Como vegetariano, generalmente estoy decepcionado, pero me sorprendió gratamente.La decoración es hermosa con un elefante maravilloso chocando contra la pared, lo que hace que la atmósfera sea acogedora y exótica.El servicio también fue excelente.Recomiendo ampliamente Avatar.",25-octubre-2020,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Siendo nosotros mismos indios, así como ávidos amantes de la comida, nos sentimos calificados para decir que este restaurante sirve cocina india absolutamente deliciosa y auténtica. El propietario, el Sr. Singh, es un hombre muy amable del área de Toronto. Los sabores eran 100% auténticos, la hospitalidad estaba fuera de serie. Estándares de clase mundial.Pedimos el pollo tikka masala, pollo con mantequilla, cordero vindaloo y ajo naan. La gerencia prestó especial atención a las alergias a las nueces de nuestros niños e incluso preparó platos sin nueces especialmente para nosotros.No podemos esperar a volver y recomendamos encarecidamente este lugar. ¡Muchas gracias al Sr. Singh y su increíble equipo!",10-julio-2020,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","¡La cocina aquí es, de lejos, la mejor que hemos probado! Grandes porciones, excelente sabor, auténtico, excelente servicio y un ambiente maravilloso. ¡Avatar, el dueño, es un hombre maravilloso para conversar y no podemos esperar a que regrese!",1-diciembre-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Buen cambio de ritmo para la comida aquí. Disfrutamos las sabrosas selecciones. El kama de ternera era medio picante según lo solicitado. El precio de la comida está en la parte alta. Probablemente no volveremos.,17-noviembre-2019,4
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Me encanta y cocino comida india, pero cuando estás lejos de casa y quieres algo cremoso y picante, la comida india da en el blanco. Este restaurante recibió buenas críticas, y he tenido mala comida india, muy decepcionante. No aquí, pedimos el pollo korma, es un poco dulce, más coco y yogurt, pero lo calentamos, perfecto. Pida también tikka marsala, rico, picante, sabroso, a base de tomate caliente nuevamente. Realmente disfrutamos compartir estos 2 platos muy diferentes. El pollo se derritió en la boca en ambos. Este es un menú a la carta, así que $ 5 por el pan, ajo jalapeño, delicioso, y pedimos el arroz dulce con nueces $ 5, fue diferente, pero bueno. Terminamos hasta el último bocado, pasando los cuencos con nuestro pan, pero solo porque estaban deliciosos. Me alegro mucho de no haber pedido una aplicación y no tenía espacio para el postre. El servicio fue perfecto, fuimos el solo clientes a las 5 pm los domingosMuy recomendable con 2 cervezas y un poco, la propina extra llegó a $ 48.",11-noviembre-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Este es un gran descubrimiento para mí en mis viajes. La comida es auténtica, fresca ya un precio decente. El restaurante tiene un gran ambiente y el personal es muy amable. voy a volver",28-junio-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",La comida india y el servicio maravilloso! Sin duda haciendo muchos viajes de regreso a este restaurante! Los platos eran increíbles y buenas raciones! ¡Muchas opciones diferentes para que toda la familia disfrute!,23-mayo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Nos encanta la comida india y siempre la tenemos dondequiera que viajemos en el mundo, incluida la India. Avatar se encuentra dentro del 10% superior de los restaurantes indios que hemos visitado. Tienen un excelente horno Tandoori. El menú incluye platos poco comunes. Por encima de todo, los ingredientes son frescos y de alta calidad. Deben pasar por muchos problemas para obtener ingredientes que no existen naturalmente en Costa Rica pero que son esenciales para la cocina india. El servicio es muy bueno. Avatar, el propietario estaba allí, tuvimos una conversación maravillosa con él y realmente se preocupa por alimentar a cada cliente con una excelente experiencia culinaria.",11-mayo-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","¡Qué gran descubrimiento este restaurante fue! Somos nuevos en Escaz y disfrutamos probando diferentes restaurantes. Anoche, decidimos cenar en Avatar Indian Cuisine después de leer algunos de los comentarios prometedores en Tripadvisor. Avatar superó nuestras expectativas!El servicio era de primera categoría. Fuimos cálidamente recibidos por el propietario y los camareros, y rápidamente nos sentamos en nuestra mesa. No podía decidir entre el palak paneer y el chili paneer, y entonces el dueño, que también es el chef, me preguntó si podía prepararme una comida vegetariana que creía que disfrutaría. No estoy seguro de lo que comí, pero fue fantástico! Mi prometido come mucha carne e incluso él amaba mi plato. Nuestras dos comidas eran excelentes; Fresco, sabroso y rápido. El pan de ajo naan era tan bueno que tuvimos que pedir una segunda porción.Si aún no has estado en Avatar Indian Cuisine, ve y pruébalo, ¡te alegrarás de haberlo hecho! La comida era increíble y el dueño es muy amable. Lo recomendaremos y volveremos.",22-abril-2019,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Esta es la 4ª vez que visitamos este lugar y siempre hemos estado muy contentos con la comida. . . . Excelente servicio, comida súper deliciosa que también se personalizan de acuerdo a su elección. El ambiente es increíble. . .¡Muy recomendable! !",21-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Lo pedí picante y me lo entregaron. Lo tenía 3 x ahora. Cada vez estaba perfectamente hecho. Advertencia: Es adictivo. Lo amarás. La gente es muy amable también. Sin duda una visita obligada si te gusta la comida india.,20-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Encantado de haber visitado Avatar por primera vez. Excelente servicio, excelente comida, amable y agradable propietario, fácil estacionamiento en la puerta principal. Definitivamente regresaremos y lo recomendaremos a otros que aman (o quieren descubrir) una cocina india de calidad.",13-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Mi primera vez en Avatar fue tan bien y la comida estaba tan rica que volví tres veces más con mi familia y amigos. El menú de negocios es una oferta fantástica. Por 5000 dólares obtienes 2 pakora, una samosa, arroz, naan, un platito de dal makhni (que me encantó) y tu elección de curry. No pude comer todo eso. La samosa era especialmente buena y también el curry. Desde entonces he probado su masala dosa (muy buena también), palak paneer (se puede mejorar) y madras y matar paneer, que fueron sobresalientes.Muy recomendable. El personal es muy amable también.",13-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",Increíble lugar para visitar una y otra vez. . . Comida deliciosa. . . Gran servicio. . . Ambiente agradable. . . Pase un buen rato. . .,12-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502","Tuve mi primera comida su ayer. Me encantó el ambiente, el servicio y la comida. La salsa picante en el costado era excepcional: califico a los restaurantes por su atención a cosas así.",8-octubre-2018,5
g309294-d15082448,AVATAR INDIAN CUSINE,5.0,"De la India, Saludable","Centro Comercial La Paco, Escazú, S.J., San Rafael de Escazu 10201 Costa Rica","9.930563,-84.1502",La comida india perfecta. Simplemente me encantó la forma en que se presentan.El comportamiento del personal es muy bueno. Sugieren alimentos adecuados para entender lo que necesitamos.Gran servicio por el Sr. AnupVisitaré nuevamente y sugeriré a mis amigos también. . .Sigue haciendo un gran trabajo.,30-septiembre-2018,5
