ID,Nombre,Calificación,Direccion,Tipo_Comida,Comentario,Calificacion_Comentario
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Es un lugar agradable y con buena comida, dónde el personal atiende muy bien.  Esta ubicado muy cerca del paseo de los turistas.  El precio es accesible y el horario adecuado.  Las instalaciones físicas son cómodas.  Hay variedad de bebidas y platillos.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Muy buena ubicación , la comida deliciosa y servida en corto tiempo, platos demasiado bien presentados y excelente atención",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","El local es bellísimo, iluminado, bien ventilado, el servicio muy bueno, la carta un poco cara, la calidad no está mal.",3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","El personal muy atento, la comida es basta y rica, definitivamente lo recomendaría. Ofrecen wifi y pago con tarjeta.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","A pesar de que Puntarenas es un puerto, no necesariamente todos los lugares tienen la oportunidad de ofrecer mariscos de calidad. Este lugar no ha fallado con la frescura de los productos cada vez que vamos. Los miembros del staff son amables y la comida es preparada con un tiempo prudencial. Lo recomendamos!",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Una casa de antaño da vida a este restaurante frente al paseo de los turistas en el puerto. Mi pareja y yo pedimos bebidas naturales, camarones empanizados, papas fritas, pescado entero, yuca frita y ensaladas, patacones con frijoles y todo era fresco, buen sabor y un tamaño acorde con su precio. Recomendadísimo!!! ",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",El lugar muy lindo. Es una casa vieja e exquisitamente restaurada. La atención inmejorable y los platillos estupendos. Pruebe la mariscada q se puede compartir entre 2 personas si no son muy comelones. Calcule 15 a 20$ por persona.,5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","El lugar muy bonito para ir con los amigos,familia,pareja. La comida excelente,buen servicio,buenos precios y de muy buena calidad todo!",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Fuimos recientemente a Casa Almendro. Es un estupendo lugar. La comida es muy buena, en especial los mariscos y el flan de coco, que es celestial. El servicio es estupendo. El lugar, una amplia casa restaurada frente al mar en Puntarenas, es realmente privilegiado. Hace la experiencia muy agradable. Es un destino altamente recomendado para comer y pasar un lindo rato durante una visita a Puntarenas.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Aunque llegamos tarde en la noche luego de salir del Ferry de Paquera, fuimos muy bien atendidos, al menos tres meseros estuvieron al tanto de nosotros. Las bebidas y los platos llegaron muy rápido y todos de excelente sabor. Recomendado el atún en salsa teriyaki.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Un excelente lugar para cenar o bien almorzar. Me parece sin temor a equivocarme, que es lo mejor de la zona. Excelente servicio y precios sumamente justos. La pasta con camarones y el ceviche, son expectaculares. Recomendado 100%",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Es la segunda ocasión pues me gusta la atención, comerme un rico ceviche y beber una cerveza viendo al mar. Luego ver la cara de los amigos o familiares degustando un segundo plato  a base de pescado  o mariscos frescos u otros platos de menú.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",Platos extraudinarios.... Precios justos... La comida con excelente sabor y se nota lo fresco de los mariscos... La atención fue muy gentil y atenta y el lugar super limpio... A el café es una delicia....,5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",Super rico! El local y el servicio es muy bueno. La comida muy deliciosiosa. Se come con una muy bonita vista al mar. Le hacen falta parqueos.,5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Visité Casa Almendro y para mí agradable sorpresa el lugar me brindó una inigualable experiencia, una atención personalizada, el menú variado y para todos los gustos. El lugar es agradable, seguro y muy aseado.Recomiendo a quienes visiten Puntarenas, pasar almorzar o picar una entrada, que seguro les gustará tanto como a mi.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",Fuimos un grupo de 11 personas. Todo lo que pedimos estaba delicioso. El servicio fue excelente. Muchas gracias,5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Me dispuse a pasar un rato agradable con la familia en un lugar bonito en el Paseo de los Turistas. Siendo un lugar ""turístico"" sabía que iba a pagar precios un poco más altos que en cualquier restaurante promedio, sin embargo la sorpresa llegó cuando sirvieron los platos, los cuáles evidentemente no reflejaban en absoluto ni en sabor ni en proporción los precios! Están matando la gallina de los huevos de oro!",2
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Excelente atención, rápido, riquísimos los patacones mixtos y el flan de caramelo.Super bien ubicado, definitivamente volveremos",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","La vista al mar es linda y el servicio en general bueno. El que esté junto al mar le da un sabor mas fresco a los mariscos y se come rico. A mi se me hizo un poco caro para la comida que era, es decir, no eran cosas exoticas ni de cocina internacional o platillos especiales o cosas así, pero de que es sabroso, eso sí.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",La mariscada al ajillo que pedí ha sido la mejor mariscada que he comido.. he pagado más por mariscadas en SJ y no se comparan a este. Estuvo delicioso. Lo super recomiendo. Pasamos a ver la final de la champions y se nos dio muy buena atención. Es un poco caro pero vale la pena. Pidan la mariscada :),5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Este lugar es muy bonito, excelente ubicación, sin embargo deben de mejorar la calidad al servicio al cliente y los precios son muy elevados para la calidad de la comida.",3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Está ubicado en el paseo de los turistas frente a la playa, es una casa antigua muy linda, el servicio es muy bueno. El pulpo y los mariscos fueron lo mejor del menú, el pescado recocinado. Recomendado para un almuerzo en familia en el Puerto, buena relación calidad-precio.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Me quedó debiendo, es un lugar bonito y bien ubicado, pero la calidad de la comida es regular. De esos lugares que uno visita solo una vez.",3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","En medio del paseo de los turistas, encontramos esta joya de restaurante con excelente sabor tradicional de Mariscos costarricenses. 100% recomendado y aún precio adecuado para lo ofrecido",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","El restaurante como tal muy bonito, el servicio regular y la comida normal, no es expecional, demasiado caro a mi criterio.",3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","¡Excelente restaurante! La comida estuvo deliciosa, el servicio excelente - todos muy amables y serviciales-, y el precio muy razonable para la calidad y el sabor de los alimentos. Definitivamente, mi familia y yo deseamos regresar a Puntarenas para ir nuevamente a probar las delicias de Casa Almendro.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","La verdad es un buen lugar para comer muy fresco con buena vista a la playa, buena atención y la comida muy rica y bien presentada recomendado.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Luego de un viaje desde el aeropuerto internacional Juan Santamaría, llegar a tomar un delicioso café, con los patacones mixtos exquisitos de Casa Almendro, no tiene comparación!Y si además se acompañan de amigos y un atardecer mágico del Pacífico costarricense, la experiencia es insuperable.Recomendación total, no se la pierdan!",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","El lugar es bello, está en una casa antigua muy bien remodelada. La comida muy bien, en especial el pulpo a la parilla. La sangria está muy bien también. Recomendado. Siempre que vamos a Puntarenas, pasamos a deleitarnos. Ojo: no es un lugar barato",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","La ubicación nos pareció ideal vista al mar en el paseo de los turistas, la atención nos resulto muy amena; serviciales y atentos. La comida nos pareció buena aunque definitivamente la especialidad son los mariscos ( carne un poco insípida) y correcto según el precio ( buenas porciones ). Si vale la pena y si regresaríamos! ",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Platillos pasados de sal, atención muy lenta y muy mal preparado la sopa y spaghetti de mariscos, tenia restos resquebrajado de todos los mariscos que al morder se quedan entre los dientes. Les falta mejorar la preparación.",3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Fui con mi familia a almorzar y salimos muy decepcionadas, duraron mas de una hora en servinos y eso porque yo le pregunte al mesero cuanto faltaba como que se apuro . Llegaron los tan esperados platos y eran porciones minimas, unos filetes de pescados que apenas se veian un arroz tieso y unos vegetales duros y sin sabor. Pedimis la factura y nunca tuvimos que ir a la caja porque ya habiamos perdido todo el dia alli sentadas. Nos cobraron como si la comida fuera una delicia ; o sea nada de relación precio calidad ... el lugar es muy bonito por estar frente al mar y tener grandes balcones. El resto cero cero ... ah! Y para terminar los mederos estaban discutiendo en frente de la clientela , muy mala imagen . ",2
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Muy buena la atención , la comida excelente, la carne muy suave y muy buen sabor y el resto de las órdenes excelente el local es óptimo muy bien ventilado.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Vine de vacaciones con mi familia y el primer día fuimos a almorzar en Casa Almendro, los frijoles de entrada, el atún en salsa teriyaki inclusive los deditos de pollo querido mi hijo todo estaba delicioso, además un excelente trató de los saloneros para con mi esposa y mi hijo de 8 años.La idea era probar un restaurante distinto cada día , pero luego de hablarlo con mi esposa decidimos venir a Casa Almendro toda la semana y no nos defraudó , todos los platos son exquisitos, el ceviche , las papas rellenas , la corvina , el atún y los postres al menos el tres leches es buenísimo.Súper recomendados.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","La atención fue excelente, el pescado estaba fresco la presentación de los platos bonita, los precios son razonables. En esta ocasión probamos el pescado pero el pulpo a la parrilla es otra excelente opción y el flan de coco como postre. El lugar es bonito y ubicado frente al mar!",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Excelente servicio, buen trato de los saloneros, amables, atentos. Excelente vista y muy buena ubicación.El filet de pescado estuvo rico, pero la costilla a la barbacoa estuvo estupenda, los acompañamientos son pequeños y el precio es más o menos aceptable, un poco caro vrs cantidad de comida.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",Excelente y céntrica opción en Puntarenas. La comida debe mejorar mucho ya que las demás variables están alineadas. Precio promedio con buen trato y servicio al cliente. Espero exploten su área de mejora.,3
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Uno de los mejores restaurantes de Puntarenas, con una carta variada especialmente en mariscos, una atención sumamente  personalizada que te ayuda con la elección adecuada de tu comida, se recomienda el pescado entero o las pastas!",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Excelente. Buen precio, atención rápida, comida fresca y bien cocida. Bello ambiente. Pensé que talvez sería mas caro por la primer impresión que dá, pero los precios son razonables.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Comida de excelente calidad y frescura, recomendado el pescado frito y pasta en salsa blanca con camarones.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Un lugar acogedor,  con instalaciones muy limpias y con un tiempo de atención adecuado  y con comida de muy alta calidad",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional",Ambiente tranquilo.y confortable.Atencion de primera calidad.Comida con excelente presentación y deliciosa.,4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Comida muy rica excelente servicio, precio vrs cálidad esta bien. Recomendado. Los precios pueden andar de 7mil en adelante.",4
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Con una gran vista al mar, en pleno Paseo de los Turistas. Puedes parquear al frente del restaurante. El servicio es muy bueno, mientras recibas la frescura de la brisa. Te dan unas tortillitas con frijolitos. Pedí un rico pescado frito y una hierba buena con limón. Excelente el pescado muy fresco y cocinado al punto. Sólo vean la foto",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Antes se llama la Yunta Steak house , lo unico que cambio fue la imagen ya que es lo mismo de antes, muy lento el servicio y mal servicio al cliente, ademas de caro",2
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Éramos un grupo de 7 personas, el restorán no estaba repleto sin embargo vi que los comensales que arribaban recibían sus alimentos mientras nosotros esperábamos, luego de preguntar dos veces los recibimos.Estaban bien, un poco caro pero bien, la atención a pesar de la tardía fue excelente y el lugar lindo, además de bien ubicado. Si mejoran eso, subirían en dos estrellas mi opinión, pero no lo creo porque no pienso regresar.",2
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","que buena comida comida, y atención, marlon el mesero es una gran persona, favor de buscarlo y que lo atienda,, este restaurante esta ubicado en el centro de la ciudad lo que le llaman el paseo de los turistas, se come muy muy bien, una ensalada de pollo o una hamburguesa es muy rico y a buen precio, pero lo que vale mas es la atención de los meseros, es una calidad muy buena al servicio del cliente,,",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Mi familia y yo hemos hido en varias ocasiones y tanto el servicio como la comida son excelentes. El restaurante está muy bien ubicado, con una vista espectacular y sus instalaciones son impecables... Los felicito porque se ve reflejado su amor el todo lo que hacen! El churrasco es delicioso!!!",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","la comida estuvo deliciosa, es un ambiente muy lindo, tiene vista a la playa, un servicio excelente y un ambiente cómodo",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","Comenzando con su excelente ubicación en el paseo de los turistas con una hermosa vista al mar acompañada de suaves toques de brisa que puedes disfrutar desde su terraza frontal, la comida se vuelve un placer más del lugar. Su especialidad son los mariscos a la parrilla y la atención y calidad de sus meseros. Un destino culinario imperdible en Puntarenas.",5
"9.974759,-84.841255",Casa Almendro,4.0,"Calle 21 Paseo de Los Turistas, Puntarenas Hotel Tioga, Puntarenas 60101 Costa Rica","Latina, Mariscos, Centroamericana, Costarricense, Internacional","La comida estuvo muy buena, el lugar es lindo, espacioso y muy limpio. Almorzamos un pescado entero y un lomito encebollado. Las porciones son grandes, excelente presentación, el servicio fue de lo mejor. ¡Lo recomiendo!",4
